,WEO Country Code,ISO,WEO Subject Code,Country,Subject Descriptor,Subject Notes,Units,Scale,Country/Series-specific Notes,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,Estimates Start After
6661,456,SAU,NGDP_RPCH,Saudi Arabia,"Gross domestic product, constant prices","Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]",Percent change,,"See notes for:  Gross domestic product, constant prices (National currency).",5.652,1.943,-20.73,-16.051,-4.661,-9.795,17.013,-6.632,13.109,-0.503,15.194,15.008,3.988,-1.364,0.559,0.212,2.637,1.104,2.893,-3.763,5.625,-1.211,-2.819,11.242,7.958,5.574,2.788,1.847,6.25,-2.059,5.039,9.997,5.411,2.699,3.652,4.106,1.671,-0.742,2.434,0.331,-4.107,2.836,4.829,2.778,2.812,2.764,2.807,2020.0
6706,722,SEN,NGDP_RPCH,Senegal,"Gross domestic product, constant prices","Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]",Percent change,,"See notes for:  Gross domestic product, constant prices (National currency).",-0.827,5.07,7.843,-5.326,3.746,3.283,3.113,6.094,-0.592,3.978,-0.676,2.556,1.243,1.311,-0.228,6.093,1.874,2.717,5.972,5.978,3.887,4.311,0.069,5.594,4.643,4.31,2.331,2.827,3.703,2.752,3.391,1.334,4.003,2.412,6.224,6.367,6.356,7.407,6.209,4.402,1.5,4.747,5.504,10.787,6.154,5.388,5.352,2019.0
6796,718,SYC,NGDP_RPCH,Seychelles,"Gross domestic product, constant prices","Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]",Percent change,,"See notes for:  Gross domestic product, constant prices (National currency).",-2.253,-3.877,-2.071,-0.616,4.306,10.294,0.762,4.875,5.326,10.286,7.455,2.76,7.173,7.303,-2.437,0.485,9.998,12.194,2.467,1.872,4.253,-2.271,1.213,-5.887,-2.85,9.006,9.406,10.418,-2.141,-1.107,5.945,5.379,3.68,6.018,4.531,4.911,4.399,4.985,1.328,1.915,-12.866,6.896,7.689,6.766,4.979,5.01,4.791,2020.0
6841,724,SLE,NGDP_RPCH,Sierra Leone,"Gross domestic product, constant prices","Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]",Percent change,,"See notes for:  Gross domestic product, constant prices (National currency).",-0.56,1.878,1.78,-1.576,1.7,-6.74,0.132,2.382,2.058,4.952,1.611,-7.993,-9.646,0.054,3.5,-10.025,-24.787,-17.596,-0.837,-8.122,3.807,18.17,26.425,9.327,6.598,4.505,4.224,8.058,5.4,3.187,5.347,6.312,15.178,20.72,4.555,-20.493,6.354,3.765,3.465,5.508,-2.175,3.194,5.884,4.359,4.887,4.814,4.239,2018.0
6886,576,SGP,NGDP_RPCH,Singapore,"Gross domestic product, constant prices","Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]",Percent change,,"See notes for:  Gross domestic product, constant prices (National currency).",10.113,10.816,7.102,8.555,8.792,-0.623,1.343,10.798,11.264,10.159,9.821,6.689,6.64,11.463,11.098,7.201,7.471,8.32,-2.195,5.724,9.039,-1.069,3.915,4.536,9.82,7.359,9.005,9.022,1.868,0.121,14.526,6.338,4.462,4.837,3.938,2.989,3.329,4.52,3.497,1.345,-5.391,6.029,3.22,2.73,2.643,2.487,2.523,2020.0
7021,813,SLB,NGDP_RPCH,Solomon Islands,"Gross domestic product, constant prices","Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]",Percent change,,"See notes for:  Gross domestic product, constant prices (National currency).",-2.663,-1.797,-1.67,3.891,0.17,-3.132,-0.201,8.421,1.25,4.264,2.2,6.0,12.7,4.0,8.1,10.089,1.61,-0.914,1.292,-0.486,-14.277,-7.957,-2.8,6.523,6.667,5.526,4.874,4.442,5.806,2.569,8.616,7.267,1.865,5.332,1.05,1.417,5.873,5.347,3.943,1.204,-4.32,1.229,4.395,4.498,3.333,2.955,2.904,2019.0
7201,184,ESP,NGDP_RPCH,Spain,"Gross domestic product, constant prices","Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]",Percent change,,"See notes for:  Gross domestic product, constant prices (National currency).",1.203,-0.408,1.239,1.652,1.698,2.362,3.432,5.709,5.285,5.004,3.847,2.525,0.851,-1.314,2.335,4.122,2.421,3.865,4.469,4.745,5.053,3.936,2.727,2.984,3.118,3.656,4.104,3.602,0.889,-3.769,0.168,-0.814,-2.958,-1.437,1.382,3.837,3.028,2.977,2.29,2.082,-10.823,5.737,6.385,2.623,1.962,1.573,1.508,2020.0
7246,524,LKA,NGDP_RPCH,Sri Lanka,"Gross domestic product, constant prices","Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]",Percent change,,"See notes for:  Gross domestic product, constant prices (National currency).",5.847,5.345,5.233,3.314,6.725,4.957,4.281,1.454,2.698,2.25,6.174,10.821,-3.135,7.477,8.036,6.051,12.162,10.291,-1.646,2.879,8.418,-1.948,3.727,5.94,5.445,6.242,7.668,6.797,5.95,3.539,8.016,8.405,9.145,3.396,4.961,5.008,4.487,3.578,3.272,2.255,-3.569,3.647,3.296,3.918,4.139,4.144,4.145,2019.0
7291,361,KNA,NGDP_RPCH,St. Kitts and Nevis,"Gross domestic product, constant prices","Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]",Percent change,,"See notes for:  Gross domestic product, constant prices (National currency).",1.278,2.702,6.112,-2.058,9.651,6.437,8.842,8.268,10.353,6.013,5.454,2.27,3.077,5.418,5.404,3.462,5.897,7.327,1.024,3.943,9.714,5.309,1.37,-3.936,3.996,9.734,3.15,0.601,11.179,-3.379,0.044,1.617,-0.517,5.706,7.587,0.717,3.904,0.944,2.67,4.804,-14.41,-1.025,10.003,5.101,2.775,2.652,2.7,2019.0
7336,362,LCA,NGDP_RPCH,St. Lucia,"Gross domestic product, constant prices","Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]",Percent change,,"See notes for:  Gross domestic product, constant prices (National currency).",-0.51,5.105,2.114,4.059,8.01,12.59,14.402,3.924,13.899,8.983,9.89,0.376,7.952,0.583,1.599,1.749,2.922,-0.694,6.286,2.67,0.049,-3.409,0.417,4.264,7.268,-0.411,6.233,1.943,4.883,-1.853,0.506,4.811,-0.353,-2.202,1.306,-0.207,3.768,3.502,2.926,-0.064,-20.374,3.475,13.14,8.84,3.982,1.762,1.466,2020.0
7381,364,VCT,NGDP_RPCH,St. Vincent and the Grenadines,"Gross domestic product, constant prices","Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]",Percent change,,"See notes for:  Gross domestic product, constant prices (National currency).",2.91,3.88,2.578,3.218,5.303,4.271,5.405,0.65,13.169,3.274,4.806,2.221,7.096,3.589,-1.165,6.798,1.06,3.741,4.459,2.107,1.806,1.71,6.321,7.69,4.156,2.488,7.688,3.343,1.584,-2.099,-3.353,-0.419,1.382,1.833,1.214,1.33,1.897,1.0,2.163,0.534,-3.253,-6.072,8.33,6.096,4.25,3.306,2.7,2019.0
7426,732,SDN,NGDP_RPCH,Sudan,"Gross domestic product, constant prices","Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]",Percent change,,"See notes for:  Gross domestic product, constant prices (National currency).",2.5,6.32,4.127,-1.51,-5.629,-0.623,9.933,6.462,4.292,1.423,0.838,7.024,5.541,2.75,3.514,8.86,5.465,6.057,8.242,4.235,8.385,10.867,5.941,6.289,5.136,5.648,6.531,5.735,3.847,-2.768,3.858,-3.214,-17.005,1.955,4.661,1.907,3.464,0.71,-2.681,-2.178,-3.63,0.9,3.5,5.0,6.5,6.8,6.5,2019.0
7471,366,SUR,NGDP_RPCH,Suriname,"Gross domestic product, constant prices","Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]",Percent change,,"See notes for:  Gross domestic product, constant prices (National currency).",-6.5,1.9,-6.3,-5.1,-3.0,-0.9,-2.4,-8.8,10.8,2.3,-1.5,-13.799,3.9,-2.2,-7.0,11.3,11.2,7.0,2.2,-0.9,-0.1,4.902,3.747,6.19,7.305,4.919,5.767,5.099,4.149,3.017,5.163,5.847,2.697,2.931,0.254,-3.414,-4.912,1.566,4.948,1.098,-15.906,0.684,1.528,2.048,1.662,1.284,1.0,2020.0
7516,144,SWE,NGDP_RPCH,Sweden,"Gross domestic product, constant prices","Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]",Percent change,,"See notes for:  Gross domestic product, constant prices (National currency).",4.555,4.54,1.397,2.058,4.347,2.326,2.971,3.302,2.468,2.658,0.751,-1.103,-0.935,-1.829,3.93,3.935,1.579,3.071,4.312,4.247,4.766,1.449,2.197,2.31,4.337,2.859,4.663,3.439,-0.451,-4.34,5.952,3.195,-0.588,1.188,2.658,4.489,2.071,2.568,1.95,1.986,-2.795,4.036,3.378,2.807,1.964,1.992,1.952,2020.0
7561,146,CHE,NGDP_RPCH,Switzerland,"Gross domestic product, constant prices","Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]",Percent change,,"See notes for:  Gross domestic product, constant prices (National currency).",5.11,1.609,-1.438,0.567,3.213,3.765,1.794,1.555,3.167,4.467,3.695,-0.844,-0.223,-0.194,1.276,0.572,0.563,2.235,3.027,1.678,4.077,1.644,0.034,-0.08,2.624,2.854,4.146,4.061,2.652,-2.054,3.197,1.921,1.338,1.855,2.423,1.632,1.988,1.657,2.941,1.245,-2.506,3.705,2.992,1.421,1.8,1.2,1.8,2020.0
7651,528,TWN,NGDP_RPCH,Taiwan Province of China,"Gross domestic product, constant prices","Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]",Percent change,,"See notes for:  Gross domestic product, constant prices (National currency).",8.039,7.1,4.81,9.023,10.049,4.807,11.512,12.751,8.024,8.722,5.541,8.372,8.31,6.814,7.503,6.499,6.177,6.051,4.205,6.732,6.314,-1.402,5.481,4.225,6.952,5.383,5.771,6.851,0.799,-1.613,10.245,3.674,2.222,2.484,4.719,1.466,2.165,3.311,2.787,2.964,3.123,5.864,3.343,2.615,2.242,2.079,2.079,2020.0
7741,738,TZA,NGDP_RPCH,Tanzania,"Gross domestic product, constant prices","Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]",Percent change,,"See notes for:  Gross domestic product, constant prices (National currency).",3.266,0.5,0.6,2.4,3.4,4.6,6.6,5.9,4.4,3.8,7.045,2.072,0.584,1.206,1.567,3.571,4.544,3.525,3.708,4.84,4.934,5.998,7.164,6.886,7.828,7.37,4.661,8.464,5.567,5.382,6.359,7.905,5.141,6.782,6.732,6.161,6.867,6.773,6.959,6.971,4.806,4.023,5.11,5.501,5.82,6.01,5.981,2020.0
7786,578,THA,NGDP_RPCH,Thailand,"Gross domestic product, constant prices","Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]",Percent change,,"See notes for:  Gross domestic product, constant prices (National currency).",4.601,5.91,5.353,5.581,5.76,4.643,5.534,9.519,13.288,12.194,11.623,8.403,9.23,8.676,7.997,8.12,5.652,-2.754,-7.634,4.572,4.455,3.444,6.149,7.189,6.289,4.188,4.968,5.435,1.726,-0.691,7.513,0.84,7.243,2.687,0.984,3.134,3.435,4.178,4.19,2.266,-6.099,0.96,4.463,4.036,3.582,3.497,3.568,2020.0
7876,742,TGO,NGDP_RPCH,Togo,"Gross domestic product, constant prices","Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]",Percent change,,"See notes for:  Gross domestic product, constant prices (National currency).",-2.285,-3.419,-3.708,-5.156,5.881,3.717,3.26,-2.484,10.124,4.1,5.897,-0.59,-3.207,-16.319,13.93,19.691,-3.871,3.803,-2.263,2.54,-0.97,0.82,3.83,6.72,-0.98,-4.67,2.65,-1.18,4.06,5.54,6.1,6.4,6.54,6.11,5.92,5.74,5.6,4.348,4.967,5.464,1.758,4.776,5.911,6.1,6.3,6.5,6.5,2016.0
7921,866,TON,NGDP_RPCH,Tonga,"Gross domestic product, constant prices","Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]",Percent change,,"See notes for:  Gross domestic product, constant prices (National currency).",15.8,14.0,12.8,5.8,44.1,5.6,8.8,1.7,-3.5,1.1,4.7,5.9,-3.8,-0.1,1.979,7.93,0.09,-0.636,2.306,2.296,3.766,1.46,4.495,0.056,-1.885,-0.416,-2.194,-2.5,4.75,-5.199,0.803,6.818,0.823,0.312,2.019,1.172,6.571,3.322,0.302,0.732,0.655,-2.023,2.894,3.692,3.028,2.042,1.833,2020.0
7966,369,TTO,NGDP_RPCH,Trinidad and Tobago,"Gross domestic product, constant prices","Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]",Percent change,,"See notes for:  Gross domestic product, constant prices (National currency).",10.4,4.577,3.799,-10.3,-5.751,-4.119,-3.279,-4.562,-3.92,-0.83,1.509,3.112,10.093,-0.669,3.567,3.81,7.134,7.523,8.125,8.025,6.901,3.698,7.152,13.878,7.328,5.895,14.181,4.255,3.286,-4.823,3.461,-0.192,-0.704,2.229,-0.913,1.484,-5.602,-2.987,0.066,-1.246,-7.854,-1.015,5.419,2.07,1.572,1.563,1.576,2019.0
8011,744,TUN,NGDP_RPCH,Tunisia,"Gross domestic product, constant prices","Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]",Percent change,,"See notes for:  Gross domestic product, constant prices (National currency).",7.4,5.522,-0.482,4.674,5.731,5.668,-1.453,6.701,0.071,2.579,7.075,4.138,8.009,2.477,3.628,2.671,6.855,5.725,4.963,6.017,4.299,3.796,1.323,4.702,6.236,3.487,5.244,6.71,4.238,3.043,3.511,-1.918,4.089,2.822,2.873,1.184,1.229,1.919,2.715,0.981,-8.588,3.016,3.344,2.508,2.298,2.19,2.149,2020.0
8056,186,TUR,NGDP_RPCH,Turkey,"Gross domestic product, constant prices","Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]",Percent change,,"See notes for:  Gross domestic product, constant prices (National currency).",-0.779,4.365,3.429,4.758,6.823,4.258,6.941,10.027,2.121,0.253,9.255,0.926,5.984,8.042,-5.456,7.19,7.007,7.528,3.092,-3.263,6.933,-5.75,6.448,5.763,9.796,8.992,6.948,5.044,0.815,-4.823,8.427,11.2,4.788,8.486,4.94,6.084,3.323,7.502,2.98,0.89,1.794,8.953,3.288,3.339,3.284,3.314,3.318,2020.0
8191,746,UGA,NGDP_RPCH,Uganda,"Gross domestic product, constant prices","Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]",Percent change,,"See notes for:  Gross domestic product, constant prices (National currency).",-3.392,3.859,8.205,4.899,-3.0,-3.0,0.946,4.0,8.294,6.403,6.497,1.778,5.85,6.686,7.694,9.174,6.595,4.62,6.074,7.953,3.941,8.765,7.057,6.159,5.803,10.007,7.049,8.064,10.428,8.069,7.484,7.677,2.333,3.938,5.745,7.999,0.174,6.798,5.612,7.714,-0.841,4.707,5.145,6.632,6.657,7.373,6.828,2020.0
8281,466,ARE,NGDP_RPCH,United Arab Emirates,"Gross domestic product, constant prices","Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]",Percent change,,"See notes for:  Gross domestic product, constant prices (National currency).",-1.78,8.024,-7.188,-5.25,4.451,-2.522,-19.269,5.304,-2.623,15.733,23.562,2.141,3.095,-0.029,7.363,6.58,5.34,8.553,0.791,3.751,12.329,1.284,2.478,8.813,9.577,4.867,9.831,3.231,3.215,-5.229,1.595,6.93,4.485,5.053,4.284,5.106,3.061,2.374,1.19,3.412,-6.135,2.237,3.038,3.041,3.122,3.23,3.315,2020.0
8326,112,GBR,NGDP_RPCH,United Kingdom,"Gross domestic product, constant prices","Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]",Percent change,,"See notes for:  Gross domestic product, constant prices (National currency).",-2.056,-0.692,1.971,4.197,2.243,4.124,3.15,5.392,5.732,2.578,0.734,-1.103,0.401,2.491,3.846,2.531,2.492,4.975,3.708,3.295,3.506,2.73,2.179,3.322,2.286,2.956,2.694,2.361,-0.279,-4.114,2.074,1.276,1.43,2.186,2.863,2.363,1.722,1.74,1.253,1.434,-9.847,6.763,5.013,1.921,1.62,1.511,1.501,2020.0
8371,111,USA,NGDP_RPCH,United States,"Gross domestic product, constant prices","Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]",Percent change,,"See notes for:  Gross domestic product, constant prices (National currency).",-0.257,2.538,-1.803,4.584,7.236,4.17,3.462,3.46,4.177,3.672,1.886,-0.108,3.522,2.752,4.029,2.684,3.772,4.447,4.481,4.795,4.077,0.954,1.696,2.796,3.852,3.483,2.783,2.011,0.122,-2.6,2.709,1.55,2.281,1.842,2.288,2.707,1.668,2.255,2.919,2.289,-3.405,5.973,5.198,2.175,1.7,1.7,1.7,2020.0
8416,298,URY,NGDP_RPCH,Uruguay,"Gross domestic product, constant prices","Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]",Percent change,,"See notes for:  Gross domestic product, constant prices (National currency).",5.975,1.9,-9.34,-3.281,-1.092,1.475,8.857,7.933,1.467,1.104,0.297,3.539,7.932,2.658,7.281,-1.448,5.578,5.048,4.28,-2.965,-1.776,-3.461,-7.051,2.327,4.64,6.806,4.099,6.542,7.176,4.243,7.803,5.162,3.538,4.638,3.239,0.371,1.69,1.628,0.478,0.35,-5.859,3.1,3.2,2.7,2.5,2.193,2.2,2020.0
8506,846,VUT,NGDP_RPCH,Vanuatu,"Gross domestic product, constant prices","Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]",Percent change,,"See notes for:  Gross domestic product, constant prices (National currency).",5.451,4.375,1.98,3.01,9.577,1.001,-0.149,-2.894,-1.695,1.533,11.697,3.147,2.584,0.736,9.079,1.005,2.328,4.907,1.176,0.337,5.925,-3.398,-5.198,4.288,3.987,5.305,8.465,2.872,5.603,3.037,1.261,3.138,1.01,0.469,3.126,0.372,4.689,6.316,2.9,3.913,-6.813,1.219,2.953,4.074,3.656,2.73,2.701,2018.0
8551,299,VEN,NGDP_RPCH,Venezuela,"Gross domestic product, constant prices","Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]",Percent change,,"See notes for:  Gross domestic product, constant prices (National currency).",-4.947,-1.288,2.645,-9.856,5.223,0.867,6.08,4.801,6.51,-13.92,6.468,9.73,6.06,0.275,-2.349,3.952,-0.198,6.371,0.294,-5.97,3.687,3.394,-8.856,-7.755,18.287,10.318,9.872,8.754,5.278,-3.202,-1.489,4.176,5.626,1.343,-3.894,-6.221,-17.04,-15.671,-19.621,-35.0,-30.0,-5.0,-3.0,,,,,2018.0
8596,582,VNM,NGDP_RPCH,Vietnam,"Gross domestic product, constant prices","Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]",Percent change,,"See notes for:  Gross domestic product, constant prices (National currency).",-3.497,5.797,8.15,7.093,8.397,5.619,3.357,2.549,5.1,7.8,5.047,5.809,8.7,8.078,8.834,9.54,9.34,8.152,5.765,4.774,6.787,6.895,7.08,7.341,7.789,7.547,6.978,7.129,5.662,5.398,6.423,6.413,5.505,5.554,6.422,6.987,6.69,6.94,7.197,7.15,2.948,3.78,6.628,6.8,6.978,7.137,6.939,2020.0
8731,754,ZMB,NGDP_RPCH,Zambia,"Gross domestic product, constant prices","Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]",Percent change,,"See notes for:  Gross domestic product, constant prices (National currency).",3.854,6.631,-2.912,-1.145,-1.718,1.237,1.698,1.491,9.271,-3.658,-0.579,-0.666,2.052,-0.077,-13.309,2.898,6.219,3.814,-0.386,4.65,3.897,5.317,4.506,6.945,7.032,7.236,7.904,8.352,7.774,9.22,10.298,5.565,7.598,5.057,4.698,2.92,3.777,3.504,4.035,1.441,-3.02,1.005,1.145,1.325,1.437,1.445,1.453,2020.0
